"SPECIES","SITE","ID","SEX","TREAT","REL_DATE","COND_0","CAPTIME_0","BEH_0","FWL","MEL_GRP","FDS","FT","FT6","FM2","FM6","FB","DS","HB","PV","AV","DV","FV","NOTEBOOK","NRECAP","RECAP_DATE"
"Pontia_occidentalis","Corfu_WA",203,"F","NatVar","6/21/89",1,1138,"B",2.431,1,0.33,0.217,0.248,0.473,0.28,0.519,0.266,0.368,0.245,0.134,0.212,0.346,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",204,"F","NatVar","6/21/89",2,1143,"B",2.455,2,0.359,0.185,0.276,0.43,0.307,0.473,0.129,0.383,0.306,0.103,0.104,0.335,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",28,"M","NatVar","6/21/89",2,1108,"B",2.511,1,0.204,0.143,0.212,0.281,0.063,0.378,0.081,0.302,0.361,0.268,0.196,0.433,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",23,"F","NatVar","6/21/89",2,1054,"B",1.99,1,0.273,0.146,0.181,0.35,0.131,0.399,0.287,0.346,0.172,0.073,0.033,0.223,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",205,"M","NatVar","6/21/89",1,1147,"MC",2.652,1,0.23,0.23,0.181,0.399,0.097,0.419,0.061,0.175,0.205,0.074,0.186,0.382,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",22,"M","NatVar","6/21/89",2,1043,"F",2.537,1,0.232,0.166,0.221,0.354,0.131,0.479,0.261,0.393,0.36,0.252,0.103,0.345,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",24,"F","NatVar","6/21/89",2,1059,"O",2.689,2,0.312,0.143,0.255,0.487,0.293,0.537,0.343,0.514,0.331,0.254,0.302,0.339,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",26,"M","NatVar","6/21/89",3,1101,"F",2.542,2,0.307,0.22,0.209,0.436,0.245,0.422,0.099,0.395,0.331,0.107,0.173,0.324,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",206,"M","NatVar","6/21/89",2,1151,"F",2.363,2,0.222,0.162,0.162,0.39,0.095,0.408,0.288,0.384,0.127,-0.117,0.035,0.248,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",18,"M","NatVar","6/21/89",1,1029,"F",2.475,1,0.15,0.15,0.176,0.268,0.106,0.393,0.26,0.368,0.236,0.049,0.041,0.196,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",16,"M","NatVar","6/21/89",1,1026,"F",2.581,2,0.205,0.159,0.154,0.367,0.193,0.425,0.175,0.407,0.065,-0.16,-0.171,0.084,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",17,"F","NatVar","6/21/89",1,1027,"MA,B",2.3,1,0.185,0.139,0.198,0.337,0.166,0.435,0.05,0.303,0.21,0.123,0.16,0.313,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",207,"M","NatVar","6/21/89",2,1153,"F",2.48,2,0.243,0.176,0.118,0.37,0.127,0.536,0.099,0.459,0.192,-0.009,0.017,0.013,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",208,"M","NatVar","6/21/89",1,1158,"B",2.496,2,0.184,0.178,0.17,0.324,0.116,0.429,0.063,0.324,-0.017,-0.249,-0.152,-0.05,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",211,"M","NatVar","6/21/89",2,1224,"B",2.308,2,0.189,0.265,0.2,0.335,0.148,0.512,0.263,0.43,-0.053,-0.141,0.098,0.283,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",13,"M","NatVar","6/21/89",2,1017,"F",2.356,3,0.247,0.128,0.172,0.337,0.172,0.371,-0.038,0.211,0.257,0.154,0.188,0.552,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",14,"M","NatVar","6/21/89",1,1019,"F",2.292,2,0.171,0.158,0.146,0.467,0.146,0.18,-0.085,0.256,0.221,0.125,0.287,0.304,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",15,"M","NatVar","6/21/89",1,1023,"F",2.535,2,0.237,0.161,0.127,0.468,0.116,0.393,0.212,0.387,0.041,-0.179,-0.1,-0.087,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",12,"F","NatVar","6/21/89",2,1008,"B",2.483,2,0.303,0.2,0.203,0.393,0.191,0.549,0.072,0.392,0.427,0.243,0.317,0.428,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",219,"M","NatVar","6/21/89",2,1247,"MA",2.543,1,0.195,0.176,0.17,0.42,0.148,0.243,-0.125,0.257,0.392,0.195,0.225,0.289,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",3,"M","NatVar","6/21/89",1,936,"F",2.405,1,0.206,0.148,0.168,0.347,0.093,0.3,0.079,0.261,0.241,0.131,0.115,0.271,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",209,"M","NatVar","6/21/89",3,1202,"F",2.487,2,0.225,0.231,0.214,0.44,0.132,0.582,0.04,0.414,0.4,0.23,0.292,0.389,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",7,"M","NatVar","6/21/89",2,955,"MC",2.523,3,0.234,0.184,0.136,0.38,0.084,0.642,0.114,0.547,0.307,0.105,0.399,0.431,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",30,"F","NatVar","6/21/89",1,1114,"N",2.565,2,0.334,0.179,0.218,0.439,0.199,0.333,0.157,0.382,0.397,0.199,0.262,0.312,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",201,"M","NatVar","6/21/89",1,1116,"F",2.822,2,0.257,0.145,0.189,0.429,0.152,0.239,0.036,0.369,0.315,0.124,0.257,0.213,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",210,"M","NatVar","6/21/89",1,1211,"F",2.608,2,0.229,0.231,0.299,0.404,0.116,0.444,0.08,0.368,0.337,0.174,0.263,0.372,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",27,"M","NatVar","6/21/89",1,1106,"F",2.541,1,0.18,0.161,0.192,0.341,0.102,0.225,-0.016,0.4,0.289,0.104,0.161,0.225,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",8,"M","NatVar","6/21/89",2,959,"F",2.435,2,0.223,0.164,0.195,0.411,0.228,0.337,0.107,0.413,0.408,0.276,0.253,0.345,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",4,"M","NatVar","6/21/89",2,940,"B",2.514,1,0.208,0.156,0.132,0.298,0.092,0.429,0.029,0.479,0.319,0.171,0.188,0.344,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",5,"M","NatVar","6/21/89",1,946,"F",2.555,2,0.24,0.175,0.235,0.414,0.149,0.484,0.069,0.353,0.342,0.123,0.219,0.304,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",213,"M","NatVar","6/21/89",2,1228,"F",2.486,2,0.392,0.159,0.21,0.351,0.148,0.416,0.131,0.476,0.36,0.158,0.276,0.381,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",2,"F","NatVar","6/21/89",3,934,"F",2.483,2,0.511,0.245,0.21,0.359,0.224,0.753,0.528,0.522,0.517,0.447,0.397,0.462,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",25,"M","NatVar","6/21/89",1,1104,"F",2.449,1,0.196,0.127,0.171,0.359,0.126,0.328,0.193,0.349,0.29,0.19,0.207,0.357,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",21,"M","NatVar","6/21/89",1,1040,"F",2.365,3,0.287,0.254,0.275,0.386,0.148,0.599,0.142,0.452,0.329,0.309,0.4,0.438,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",6,"F","NatVar","6/21/89",1,952,"F",2.793,2,0.328,0.191,0.24,0.492,0.33,0.501,0.307,0.56,0.424,0.247,0.21,0.431,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",20,"M","NatVar","6/21/89",1,1033,"B",2.537,1,0.217,0.188,0.253,0.31,0.126,0.377,0.194,0.48,0.296,0.063,0.106,0.291,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",19,"F","NatVar","6/21/89",2,1038,"F",2.465,1,0.457,0.17,0.203,0.375,0.145,0.538,0.327,0.577,0.337,0.226,0.248,0.447,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",10,"F","NatVar","6/21/89",1,1002,"B",2.521,2,0.364,0.192,0.228,0.487,0.22,0.149,-0.302,0.049,0.318,0.327,0.264,0.443,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",11,"F","NatVar","6/21/89",2,1005,"F",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",1,"F","NatVar","6/21/89",2,925,"O",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",214,"M","NatVar","6/21/89",1,1231,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",215,"F","NatVar","6/21/89",1,1235,"M",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",216,"M","NatVar","6/21/89",1,1235,"M",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",221,"M","NatVar","6/21/89",1,1252,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",217,"M","NatVar","6/21/89",1,1237,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",218,"F","NatVar","6/21/89",1,1242,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",146,"M","NatVar","6/21/89",2,1302,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",186,"M","NatVar","6/21/89",1,1242,"F",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",185,"F","NatVar","6/21/89",2,1238,"F",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",145,"M","NatVar","6/21/89",1,1258,"N",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",187,"M","NatVar","6/21/89",1,1246,"C",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",184,"M","NatVar","6/21/89",2,1236,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",181,"M","NatVar","6/21/89",1,1225,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",188,"F","NatVar","6/21/89",1,1246,"C",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",182,"F","NatVar","6/21/89",2,1228,"N",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",121,"M","NatVar","6/21/89",1,1100,"N",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",125,"M","NatVar","6/21/89",1,1115,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",183,"M","NatVar","6/21/89",2,1231,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",123,"F","NatVar","6/21/89",2,1109,"R",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",124,"M","NatVar","6/21/89",2,1113,"R",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",191,"M","NatVar","6/21/89",2,1254,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",190,"M","NatVar","6/21/89",1,1252,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",122,"F","NatVar","6/21/89",2,1106,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",126,"M","NatVar","6/21/89",1,1119,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",131,"M","NatVar","6/21/89",1,1132,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",132,"F","NatVar","6/21/89",1,1135,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",189,"M","NatVar","6/21/89",1,1250,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",138,"F","NatVar","6/21/89",1,1152,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",127,"M","NatVar","6/21/89",1,1121,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",128,"M","NatVar","6/21/89",1,1124,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",130,"M","NatVar","6/21/89",2,1130,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",133,"F","NatVar","6/21/89",3,1137,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",134,"M","NatVar","6/21/89",2,1139,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",135,"M","NatVar","6/21/89",1,1142,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",29,"M","NatVar","6/21/89",2,1112,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",136,"M","NatVar","6/21/89",1,1143,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",137,"M","NatVar","6/21/89",2,1147,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",139,"M","NatVar","6/21/89",1,1154,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",140,"M","NatVar","6/21/89",2,1156,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",141,"M","NatVar","6/21/89",1,1159,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",142,"F","NatVar","6/21/89",2,1201,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",143,"M","NatVar","6/21/89",3,1203,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",144,"F","NatVar","6/21/89",1,1205,"R",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",170,"M","NatVar","6/21/89",1,1300,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",168,"F","NatVar","6/21/89",2,1300,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",169,"M","NatVar","6/21/89",1,1300,"R",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",172,"M","NatVar","6/21/89",2,1400,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",174,"M","NatVar","6/21/89",1,1400,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",171,"F","NatVar","6/21/89",1,1300,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",175,"M","NatVar","6/21/89",1,1400,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",176,"M","NatVar","6/21/89",2,1400,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",411,"F","NatVar","6/21/89",2,1400,"R",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",178,"M","NatVar","6/21/89",3,1400,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",193,"M","NatVar","6/21/89",1,1344,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",327,"F","NatVar","6/21/89",1,1440,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",192,"M","NatVar","6/21/89",2,1340,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",325,"M","NatVar","6/21/89",1,1434,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",321,"F","NatVar","6/21/89",2,1425,"R",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",323,"M","NatVar","6/21/89",1,1430,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",330,"M","NatVar","6/21/89",1,1450,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",331,"F","NatVar","6/21/89",2,1452,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",322,"M","NatVar","6/21/89",1,1428,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",329,"F","NatVar","6/21/89",2,1445,"R",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",328,"F","NatVar","6/21/89",2,1441,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",326,"M","NatVar","6/21/89",2,1437,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",199,"M","NatVar","6/21/89",2,1413,"F",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",198,"M","NatVar","6/21/89",1,1405,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",197,"F","NatVar","6/21/89",2,1359,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",196,"F","NatVar","6/21/89",1,1356,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",195,"M","NatVar","6/21/89",3,1349,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",194,"M","NatVar","6/21/89",1,1346,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",324,"F","NatVar","6/21/89",2,1432,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",200,"M","NatVar","6/21/89",2,1415,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",254,"M","NatVar","6/21/89",3,1440,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",358,"M","NatVar","6/21/89",3,1550,"F",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",360,"F","NatVar","6/21/89",1,1554,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",361,"M","NatVar","6/21/89",2,1556,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",357,"F","NatVar","6/21/89",2,1547,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",355,"M","NatVar","6/21/89",1,1544,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",251,"F","NatVar","6/21/89",3,1433,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",252,"F","NatVar","6/21/89",1,1435,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",258,"F","NatVar","6/21/89",1,1517,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",253,"F","NatVar","6/21/89",1,1437,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",250,"M","NatVar","6/21/89",3,1425,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",359,"M","NatVar","6/21/89",2,1553,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",351,"M","NatVar","6/21/89",1,1531,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",259,"F","NatVar","6/21/89",1,1524,"N",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",352,"M","NatVar","6/21/89",2,1537,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",353,"F","NatVar","6/21/89",1,1538,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
